Chloraphylla ugL,DO mg,DO Sat,EC mScm,pH,Temp degC,Turbidity NTU
7.65,6.565,84.6,12.235,7.915,26.305,22.9
6.9,6.345,81.55,13.375,7.905,25.91,21.3
5.55,6.11,78.75,14.87,7.9,25.79,21.35
8.1,6.145,77.65,9.9825,7.85,25.63,45.25
9.55,6.075,76,7.8755,7.745,25.5,57.15
10.7,5.85,72.35,6.04,7.64,25.2,67.7
11.4,5.9,72.35,4.3385,7.59,25.035,71.55
10.8,6.07,74.2,3.3165,7.6,25.03,68.45
10.15,6.15,74.95,2.773,7.625,24.95,65.6
9.7,6.145,74.8,2.523,7.605,24.94,62.7
10.25,5.965,73.05,3.787,7.565,25.08,59.3
9.05,5.7,71.35,9.583,7.595,25.215,40.5
8.1,5.62,71.4,13.05,7.725,25.355,26.8
7.05,5.68,72.45,13.76,7.765,25.4,23.45
7.85,5.665,72.45,14.08,7.77,25.515,25.1
7.55,5.615,71.85,13.39,7.755,25.665,31.15
9,5.785,73.65,10.78,7.75,25.86,34.3
8.95,5.91,74.7,8.5,7.73,25.92,41.25
9.9,5.98,74.7,5.7375,7.685,25.82,50.3
10.4,6.08,75.75,3.896,7.66,25.97,56.2
10.9,6.17,77.2,3.022,7.665,26.3,58.85
10.5,6.185,77.5,3.3435,7.66,26.35,56.8
10.45,6.15,77.5,4.4285,7.64,26.515,50.35
9.8,5.94,75.4,7.772,7.665,26.33,39.1
8.6,5.825,74.4,9.9995,7.715,26.26,32.2
8.1,5.86,74.9,10.185,7.73,26.27,29.4
6.85,5.62,72.5,12.83,7.74,26.22,23.45
7.5,5.635,72.2,11.76,7.75,26.08,27.65
8.55,5.73,72.65,9.467,7.735,25.94,33.25
8.4,5.835,73.5,7.2385,7.725,25.975,39.3
9.3,5.98,74.75,4.6745,7.73,26.04,46.8
9.75,6.025,75.1,3.377,7.71,26.06,50.95
9.05,6.06,75.4,2.823,7.675,26.035,50.9
9.55,6.11,75.85,2.592,7.69,26.005,49.9
9.5,6.015,74.75,3.289,7.635,25.92,47.4
8.75,5.835,73,5.45,7.635,25.92,43.1
8.25,5.535,70.55,10.878,7.655,25.925,31.75
6.75,5.395,69.6,13.89,7.71,26.04,26.1
6.45,5.36,69.7,15.19,7.735,26.235,22.85
7.3,5.48,71.5,14.21,7.765,26.63,30
8.15,5.595,72.7,11.84,7.765,26.84,37.25
7.8,5.645,72.65,9.6675,7.75,26.78,36.7
8.9,5.665,72.5,8.3545,7.72,26.65,43.55
9.3,5.78,73.55,6.979,7.725,26.65,44.15
8.9,5.895,74.75,5.722,7.725,26.64,43.8
9.85,5.965,75.5,4.976,7.72,26.625,45.6
9.4,5.93,75.1,5.397,7.695,26.615,41.35
9.05,5.775,73.4,6.4965,7.69,26.6,37.8
8.1,5.58,71.6,9.7375,7.685,26.56,32.1
6.8,5.43,70.1,11.8,7.725,26.515,26.85
7.3,5.425,70.25,12.685,7.755,26.49,23.45
6.8,5.375,69.65,13.145,7.765,26.435,23.5
7,5.425,70,12.28,7.77,26.405,27.7
7.5,5.57,71.25,9.848,7.765,26.345,31.25
7.9,5.69,72.15,7.7515,7.76,26.28,35.15
8.65,5.805,73.05,5.6875,7.775,26.205,40.15
9.15,5.98,74.45,2.933,7.765,26.095,43.15
8.7,6.05,75.2,3.052,7.745,26.015,43.75
8.65,6.075,75.55,3.184,7.765,25.965,43.15
8.35,6.02,75.15,4.774,7.725,25.92,40.6
7.95,5.79,73.05,7.6415,7.71,25.98,38.4
6,5.405,69.4,12.47,7.705,26.02,33.45
5.9,5.14,66.75,15.2,7.76,26.17,26.6
6.35,5.295,68.8,15.31,7.815,26.125,25.9
6.15,5.555,71.6,14.15,7.845,25.89,33.45
6.9,5.805,73.75,11.455,7.84,25.62,45.75
7.45,5.805,73.3,9.5205,7.83,25.705,46
7.45,5.95,74.7,7.285,7.82,25.78,52.2
8.1,6.12,76.35,5.6535,7.84,25.725,57.8
8.65,6.315,78.3,4.3185,7.85,25.65,60.2
8.85,6.41,79.25,3.4215,7.86,25.585,61.7
9.75,6.405,79.15,3.503,7.85,25.58,56.5
7.85,6.25,77.5,4.259,7.8,25.61,50.8
7.5,6.11,75.4,4.8095,7.74,25.26,52.8
7.75,6.19,75.9,4.451,7.75,25.015,52.55
7.3,5.895,73.2,6.623,7.73,25.335,42.3
7.35,6,74.35,6.16,7.79,25.275,48.2
8.9,6.26,76.95,4.0205,7.83,25.215,62.05
9.9,6.62,80.85,1.9735,7.895,25.175,75.8
8.4,6.92,84.35,1.083,7.975,25.25,67.2
8.9,6.885,83.8,0.858,7.955,25.185,65.3
8.15,6.83,82.95,0.5745,7.935,25.115,63.5
9.1,6.785,82.2,0.5005,7.91,25.015,67.85
8.9,6.755,81.85,0.663,7.895,24.985,63.3
8.45,6.74,81.75,0.891,7.87,25.01,59.8
8.75,6.68,81.3,1.29,7.875,25.085,59.85
8.6,6.445,78.8,2.5965,7.84,25.2,57.4
8.75,6.305,77.4,3.395,7.825,25.215,53.1
8.5,6.33,77.95,3.882,7.835,25.33,52.5
8.4,6.485,79.9,2.853,7.865,25.515,62.15
9.3,6.625,81.15,1.426,7.885,25.44,73.05
11.25,6.675,81.75,0.6205,7.805,25.56,84
11.25,6.7,82.65,0.4985,7.795,26,73.6
10.5,6.715,83.2,0.4815,7.81,26.215,68.85
9.9,6.745,83.5,0.4655,7.81,26.24,69.45
10.85,6.77,83.9,0.4775,7.81,26.235,67.45
10.35,6.75,83.65,0.5065,7.81,26.21,65.4
9.4,6.675,82.6,0.5095,7.78,26.14,64.85
9.4,6.645,82.15,0.5165,7.795,26.095,62.9
9.3,6.61,81.65,0.553,7.79,26.05,62.55
9.85,6.58,81.25,0.6855,7.78,25.995,61.75
10.6,6.55,80.8,0.758,7.795,25.94,64.4
10.4,6.59,80.95,0.6045,7.83,25.71,71
9.05,6.675,81.65,0.5055,7.845,25.505,66.9
8.1,6.655,81.3,0.4455,7.86,25.475,62.35
8.5,6.595,80.5,0.4495,7.855,25.405,60.45
8.6,6.545,79.65,0.4635,7.85,25.265,60.75
8.25,6.515,79.05,0.499,7.83,25.095,62.8
8.9,6.48,78.65,0.516,7.825,25.08,61.75
8.2,6.485,79.1,0.482,7.81,25.385,60.3
8.45,6.505,79.8,0.5375,7.815,25.685,61.65
8.95,6.455,79.6,0.865,7.8,25.905,62.25
8.6,6.52,80.6,0.9005,7.805,26.065,59
9.45,6.61,82.1,0.882,7.845,26.275,59.7
10.05,6.71,83.45,0.638,7.84,26.415,62.65
9.05,6.64,82.25,0.623,7.81,26.22,66.05
7.85,6.7,83.4,0.52,7.805,26.46,67.75
7.8,6.61,82.8,0.4585,7.81,26.825,64.65
8.2,6.485,81.25,0.4515,7.8,26.865,65.15
8.25,6.435,80.6,0.4555,7.785,26.815,65.25
8.7,6.405,80.05,0.461,7.78,26.725,65.25
8.25,6.39,79.85,0.4745,7.755,26.67,64.3
8.5,6.365,79.5,0.4595,7.77,26.675,63.85
7.95,6.35,79.2,0.491,7.785,26.605,63.4
7.65,6.37,79.4,0.5415,7.8,26.555,63.2
7.75,6.335,78.95,0.5825,7.8,26.54,63.4
7.95,6.28,78.25,0.5305,7.81,26.52,64.85
8.45,6.25,77.7,0.572,7.79,26.395,65.55
8.6,6.305,77.85,0.5875,7.775,26.005,68.9
8.25,6.345,77.95,0.465,7.765,25.755,68.7
7.95,6.48,79.5,0.4625,7.775,25.67,76.75
7.85,6.455,79.15,0.4565,7.785,25.665,80.95
8.55,6.45,79.2,0.4685,7.765,25.73,80.85
8.45,6.47,79.8,0.4745,7.745,25.95,80.65
8.8,6.51,80.75,0.514,7.765,26.28,74.55
9.4,6.285,78.3,0.6745,7.76,26.485,70.95
9.85,6.255,78.8,1.0515,7.76,27.11,66.45
9.55,6.295,79.65,1.1425,7.785,27.29,64.55
9.2,6.22,78.55,1.036,7.77,27.19,68
8.95,6.345,80.05,0.744,7.765,27.155,77.1
8.6,6.385,80.3,0.651,7.745,27.015,81.1
8.45,6.41,80.6,0.633,7.74,27.025,87.95
9.35,6.525,82.25,0.5615,7.72,27.195,99.85
8.7,6.41,80.65,0.4805,7.7,27.1,109.25
9.1,6.335,79.55,0.4675,7.685,26.97,112.4
9.25,6.265,78.55,0.4845,7.67,26.855,112.85
9,6.285,78.8,0.596,7.655,26.87,109.75
9.45,6.22,78,0.634,7.67,26.825,107
8.95,6.24,78.2,0.67,7.69,26.8,102.3
8.45,6.18,77.35,0.746,7.685,26.75,103
9.5,6.19,77.45,0.8515,7.695,26.72,101
9.1,6.105,76.5,1.378,7.685,26.695,97.5
9.5,6.12,76.3,0.895,7.715,26.505,108.1
9.45,6.19,76.8,0.6675,7.685,26.285,112.65
9.5,6.395,79.05,0.5755,7.695,26.075,109.05
9.7,6.535,80.75,0.502,7.71,26.055,103.5
10.15,6.655,82.3,0.3695,7.725,26.12,101.05
9.75,6.675,82.75,0.463,7.73,26.24,100.8
12.55,6.79,84.7,0.506,7.73,26.565,102.65
11.6,6.71,84.4,0.648,7.725,27.015,103.25
10.1,6.215,78.7,1.212,7.67,27.325,102.05
9.55,6.1,77.75,1.839,7.695,27.6,96.05
9.65,6.195,79.5,1.9355,7.72,27.96,95.15
9.35,6.23,80,1.994,7.725,27.97,93.2
9.4,6.165,78.9,1.966,7.725,27.795,95
8.95,6.315,80.15,1.405,7.73,27.41,98.1
9.75,6.575,83.3,0.9305,7.765,27.395,97.85
9.4,6.785,86.15,0.7255,7.795,27.53,92.35
8.8,6.82,86.7,0.672,7.815,27.61,87.55
8.9,6.865,87.3,0.7115,7.81,27.645,82.4
8.9,6.875,87.35,0.662,7.845,27.605,80.55
9.25,6.795,86.25,0.709,7.83,27.515,82.2
9.6,6.675,84.55,0.8535,7.795,27.38,86.25
9.3,6.57,83.05,1.001,7.785,27.285,87.2
8.75,6.52,82.35,1.16,7.785,27.19,87.9
9,6.47,81.65,1.4525,7.77,27.085,86
8.8,6.4,80.85,2.284,7.77,26.98,77.05
8.6,6.42,81.1,2.232,7.81,26.97,76.2
8.05,6.515,82.05,1.6915,7.86,26.945,74.15
8.8,6.51,81.85,1.459,7.865,26.885,74.4
8.7,6.505,81.45,1.2785,7.86,26.665,72.6
8.8,6.51,81.3,1.2535,7.86,26.57,70.15
9.65,6.705,83.85,1.0025,7.875,26.69,68.9
8.2,6.585,82.5,1.0585,7.85,26.75,69.6
9.05,6.555,83.3,1.4245,7.82,27.48,72.9
8.4,6.57,84.4,2.04,7.825,27.95,71.8
9.4,6.62,85.45,2.475,7.84,28.17,69.2
8.25,6.37,82,3.6285,7.815,27.825,63.9
8.1,6.215,80.35,4.8535,7.8,27.865,57.95
8,6.22,80.3,4.6175,7.825,27.84,58.95
8.45,6.405,82.25,3.5735,7.855,27.725,62.55
8.25,6.52,83.2,2.766,7.89,27.525,64
8,6.84,86.8,1.733,7.94,27.405,64.8
8.8,7.025,89.15,1.445,7.95,27.425,65
9,7.205,91.45,1.359,7.98,27.43,62.65
8.85,7.255,91.85,1.123,8.01,27.35,61.8
8.55,7.21,91.3,1.213,7.99,27.325,61.3
8.85,7.045,89.1,1.5035,7.975,27.215,61.75
9.2,6.78,85.7,1.912,7.925,27.135,61.95
8.25,6.705,84.75,2.098,7.92,27.06,60.75
8.25,6.63,83.6,2.597,7.91,26.835,58.95
8,6.505,82.2,3.668,7.885,26.74,54.25
8.95,6.72,84.6,3.0205,7.95,26.68,55.05
8.15,6.75,84.85,2.6555,7.97,26.66,54.15
8.45,6.755,84.8,2.518,7.975,26.645,54.65
8.8,6.77,85.05,2.1785,7.96,26.7,55.4
11.3,7.125,89.8,1.8595,7.985,26.97,54.6
8.9,7.035,88.7,1.781,7.98,27,55
10.1,7.4,93.8,1.564,8.04,27.37,53.3
8.75,6.98,88.7,2.303,7.97,27.355,52.65
8.55,6.91,88.4,3.1015,7.95,27.61,52.45
8.6,6.92,88.95,3.64,7.975,27.715,50.45
7.9,7.015,91.05,4.7305,8.005,28.085,45.3
7.35,6.77,88.15,6.348,8,28.005,39.05
7.6,6.535,84.95,7.1655,8.005,27.745,37.2
7.65,6.595,85,6.0905,8.01,27.485,41.15
7.45,6.915,88.15,3.781,8.07,27.25,46.8
8.9,7.095,90.05,2.435,8.1,27.23,52.15
8.85,7.21,91.45,1.8555,8.11,27.29,53.55
8.8,7.195,90.85,1.6055,8.105,27.145,53.3
7.95,7.14,89.75,1.306,8.1,26.9,51.55
8.55,7.115,89.4,1.376,8.09,26.835,51.4
7.95,7.08,88.95,1.662,8.065,26.835,50.85
8.75,7.035,88.65,2.0645,8.065,26.885,50.1
8.4,6.915,86.95,2.419,8.04,26.76,49.65
8.5,6.82,86,3.0325,8.02,26.785,47
7.25,6.715,84.55,3.801,8.015,26.545,44.25
7.95,6.7,84.05,3.3715,8.035,26.455,46.1
7.7,6.72,84.2,2.924,8.015,26.44,47.95
7.95,6.74,84.4,2.4745,8.005,26.485,49.5
8.2,6.85,85.85,1.875,7.995,26.625,50.45
8.3,7.005,87.85,1.527,8.005,26.695,52
9,7.195,90.55,1.3265,8.03,26.975,52.25
10.15,7.595,96.5,1.2675,8.115,27.485,52.05
9.65,7.46,95.1,1.698,8.08,27.615,50.65
10,7.41,94.8,2.0855,8.08,27.76,50.1
7.95,7.145,91.4,2.608,8.045,27.68,48.2
8,6.965,89.05,3.3235,8.02,27.475,45.45
7.6,6.955,88.9,3.9865,8.03,27.355,43.1
7.3,6.85,87.5,4.6275,8.03,27.27,42.2
8.4,7.055,89.55,3.039,8.095,27.125,46.7
8.05,7.155,90.55,2.353,8.09,27.12,48.9
7.95,7.29,92.45,1.815,8.12,27.31,49.95
8.3,7.34,92.95,1.6665,8.15,27.235,47.5
8.25,7.32,92.5,1.643,8.15,27.125,47.05
7.85,7.255,91.45,1.5875,8.145,27.02,46.4
7.7,7.225,90.85,1.408,8.145,26.9,46.95
8.4,7.205,90.65,1.5595,8.125,26.905,45.8
7.8,7.135,89.8,1.8165,8.11,26.925,45
7.65,6.99,88,2.015,8.095,26.81,45.75
7.95,6.99,88,2.334,8.09,26.835,43.4
7.75,6.79,85.6,3.601,8.05,26.65,41
7.35,6.77,85.35,3.5975,8.06,26.62,41.15
7.2,6.89,86.6,2.6435,8.075,26.685,44.25
8.4,6.91,86.85,2.1055,8.08,26.78,45.55
7.9,7,88.05,1.718,8.06,26.88,46
8.65,7.27,91.7,1.2305,8.095,27.095,47.3
8.4,7.37,93.3,1.331,8.095,27.295,46.5
9.1,7.675,97.8,0.988,8.18,27.7,45.3
8.9,7.625,97.25,1.23,8.165,27.765,46.3
8.3,7.4,94.4,1.685,8.125,27.68,45.2
7.8,7.18,91.8,2.218,8.075,27.675,46.35
7.35,7.145,91.4,2.73,8.095,27.655,41.45
6.95,6.995,89.4,3.702,8.07,27.39,39.1
6.9,6.875,87.85,4.48,8.085,27.29,39
7.65,7.185,91.35,2.643,8.165,27.3,42.65
8.3,7.31,92.7,1.781,8.185,27.33,44.95
8.15,7.405,93.85,1.415,8.215,27.36,44.85
8,7.37,93.05,1.3495,8.19,27.15,43.8
7.4,7.28,91.7,1.295,8.18,26.995,43.5
7.75,7.19,90.3,1.2825,8.15,26.87,43.75
7.35,7.17,89.8,1.0175,8.16,26.73,43.25
6.9,7.165,89.7,1.216,8.14,26.71,42.7
6.9,7.125,89.25,1.4545,8.135,26.68,42.65
6.65,7.015,87.95,1.858,8.12,26.66,41.5
7.1,6.97,87.65,2.3465,8.11,26.73,39.35
6.85,6.735,85,4.053,8.055,26.675,36.15
7.3,6.785,85.8,4.078,8.07,26.78,36.65
7.75,6.915,87.4,3.0145,8.085,26.91,39.1
7.15,7.01,88.7,2.3805,8.09,27.08,40.9
8,7.09,89.75,1.924,8.095,27.205,42.1
8.9,7.285,92.3,1.5175,8.12,27.325,43.5
10.3,7.745,99,1.4,8.195,27.845,42.95
10.15,8.055,103.15,1.189,8.265,27.975,43.1
9.5,7.875,101.25,1.7555,8.24,28.09,42.6
7.45,7.225,93,3.183,8.12,27.91,40.6
7.15,7.255,93.3,3.401,8.13,27.85,39.3
6.75,7.28,93.65,3.798,8.155,27.78,37
6.95,7.115,91.4,5.128,8.14,27.465,33.25
6.1,6.805,87.4,5.9875,8.105,27.255,32.6
6.6,7.09,90.3,4.0095,8.155,27.135,37.3
7.2,7.335,93.05,2.491,8.2,27.21,41.2
7.5,7.465,94.75,1.806,8.23,27.335,42.95
7.8,7.5,95,1.6595,8.225,27.26,42.35
7.7,7.445,94.1,1.7115,8.21,27.135,42.05
7.2,7.385,93,1.5155,8.21,26.955,41.9
7.7,7.33,92.2,1.6135,8.175,26.86,41.7
6.85,7.305,92.1,2.0695,8.17,26.955,40.3
6.65,7.01,88.6,3.3495,8.12,26.875,37.85
6.9,6.95,87.8,3.6685,8.125,26.78,36.1
6.15,6.625,84.55,6.337,8.085,26.825,28.3
5.6,6.57,84.05,7.494,8.085,26.805,28.2
6.2,6.765,86.9,7.131,8.11,27.095,29.2
8.6,7.37,94.55,5.475,8.21,27.35,32.9
8.6,7.28,93.4,4.0565,8.19,27.56,36.4
8.65,7.25,92.95,3.0475,8.16,27.705,39
9.2,7.375,94.35,2.1325,8.145,27.76,41.55
9.3,7.555,97,1.971,8.18,27.95,41.45
11.25,8.075,104.35,1.732,8.315,28.395,41.9
9.5,8.105,105.15,2.6805,8.31,28.455,40.4
9.25,7.915,103,3.847,8.3,28.43,35.6
7.85,7.69,100.25,4.5835,8.275,28.355,34.45
7.05,7.69,100.15,5.0225,8.28,28.265,31.25
6.2,7.29,94.5,5.939,8.2,27.845,30.45
6.2,6.935,89.75,6.8345,8.15,27.565,28.5
5.6,6.815,87.95,6.721,8.13,27.445,28.8
6.25,6.95,89,4.2445,8.14,27.4,35.85
6.15,7,89.45,3.1965,8.135,27.525,37.95
7.5,7.03,89.8,2.587,8.125,27.575,39.3
7.05,7.01,89.35,2.29,8.11,27.48,39.4
7.2,6.97,88.6,2.228,8.1,27.335,39.45
6.4,6.945,88.15,2.2785,8.075,27.24,38.95
6.95,6.87,87.35,2.869,8.075,27.27,37.4
6.95,6.55,83.8,5.2105,8.03,27.215,32.6
6.4,6.55,83.75,5.542,8.08,27.085,31
8.05,6.245,80.85,8.842,7.935,27.235,24.5
9.95,6.14,80.25,10.087,7.83,27.51,22.8
11.75,6.505,85.05,8.291,7.86,27.835,27.2
12.6,6.76,88.1,6.3105,7.875,28.05,31.5
12.2,6.685,86.95,4.8925,7.835,28.19,35.45
12.9,6.885,89.35,3.4485,7.84,28.3,39.25
14.65,7.245,94.3,2.3955,7.915,28.66,41.7
14.85,7.395,96.5,2.8275,7.95,28.75,40.75
12.65,7.055,92.2,4.2,7.89,28.62,36.35
12.95,6.835,89.9,6.0725,7.865,28.645,31.8
11.6,6.64,87.2,6.7355,7.86,28.385,30.1
11.9,6.71,88.2,7.3055,7.89,28.365,26.65
10.35,6.4,84.05,8.591,7.83,28.05,24.8
10.3,6.195,80.95,8.288,7.805,27.87,22.75
10.55,6.34,82.45,8.1135,7.815,27.595,26.7
10.55,6.425,82.95,5.9965,7.795,27.555,31.75
11.1,6.475,83.45,4.855,7.775,27.635,34.8
11.9,6.55,84.05,3.334,7.77,27.675,37.45
12.05,6.58,84.25,3.0235,7.775,27.635,37.8
12.45,6.505,83.25,3.427,7.75,27.555,38.2
12.1,6.32,81.25,4.9275,7.74,27.505,33.55
10.9,6.14,79.35,6.956,7.74,27.425,28.4
9.3,5.905,76.8,9.533,7.75,27.355,25.2
9.8,5.95,77.4,9.8285,7.775,27.335,21.25
9.1,5.765,76.1,12.725,7.795,27.53,16.95
9.45,5.72,75.65,12.955,7.78,27.615,18.25
9.3,5.775,76.65,12.255,7.79,27.95,18.95
10.4,6,79.6,10.81,7.795,28.26,21
10.55,6.22,82.5,8.956,7.805,28.565,24.4
11.7,6.32,83.95,7.8995,7.805,28.865,27.2
13.45,6.435,85.65,6.7445,7.81,29.16,30.9
13.25,6.675,88.95,5.8865,7.84,29.4,32.2
12.35,6.58,87.8,7.3355,7.765,29.23,27.45
12.65,6.415,85.65,8.6705,7.765,29.02,22.95
10.75,6.085,81.35,10.49,7.745,28.73,19
10.3,6.115,81.35,10.2135,7.775,28.535,18.35
8.95,5.98,79.9,11.785,7.78,28.485,15.15
9.8,5.8,77.6,13.16,7.77,28.235,14.6
9.15,5.73,76.35,13.11,7.765,28.04,15.1
9.6,5.93,78.1,10.6385,7.77,27.825,19.5
10.3,6.045,79,8.435,7.75,27.865,24
11.45,6.13,79.8,6.728,7.735,27.94,28.9
12.55,6.255,81.05,5.2055,7.745,27.92,31.75
12.45,6.29,81.25,4.775,7.745,27.795,32.85
11.95,6.105,79.2,6.3115,7.71,27.825,28.7
10.8,5.95,77.35,7.6565,7.71,27.71,25.1
9.6,5.59,73.8,12.8,7.73,27.6,17
9.45,5.455,72.4,14.1,7.755,27.655,15.95
8.9,5.56,74,14.15,7.77,27.77,13.75
8.5,5.385,72.6,16.31,7.785,28.035,12.35
9.2,5.47,73.9,15.715,7.785,28.29,14.3
9.15,5.605,75.85,14.44,7.785,28.665,14.95
11.2,6.04,81.7,11.825,7.82,29.175,18.2
11,6.2,83.95,10.26,7.815,29.5,21.75
12.45,6.285,85.05,9.3615,7.81,29.64,26.4
12.9,6.455,86.95,7.949,7.84,29.63,28.05
12.2,6.435,86.15,8.007,7.83,29.275,26.2
10.95,6.29,84.4,9.3955,7.82,29.16,23.2
10.45,6.03,81.5,11.755,7.79,29.095,19.35
10.3,5.72,77.45,13.36,7.77,28.875,17.75
9.8,5.85,79.05,13.765,7.805,28.705,14.3
9.1,5.78,78.05,14.63,7.805,28.485,13
8.95,5.63,76,15.72,7.8,28.265,12.4
8.35,5.62,75.5,15.365,7.795,28.075,14
9.45,5.805,76.85,12.315,7.78,27.85,17.25
10.1,5.875,77.25,10.235,7.765,27.835,20.25
11.1,6.01,78.55,8.286,7.755,27.81,24.45
11.95,6.11,79.2,6.651,7.755,27.695,26.5
11.8,6.015,78.2,7.2845,7.765,27.78,25.95
10.65,5.795,76.05,9.927,7.72,27.765,20.25
9.35,5.59,74,12.74,7.74,27.695,17.85
8.55,5.385,72.3,17.09,7.79,27.68,14
7.9,5.28,71.35,17.885,7.795,27.85,14.05
8.55,5.39,73,17.935,7.81,28.015,11.95
8.45,5.485,74.7,18.125,7.83,28.315,12.3
9,5.56,75.85,17.465,7.825,28.53,14.2
9.65,5.735,78.25,16.185,7.835,28.83,15
10.7,6.05,82.6,13.81,7.865,29.305,17.65
11.45,6.245,85.1,12.09,7.855,29.505,20.2
12.95,6.38,86.55,10.605,7.855,29.54,23.7
13.75,6.55,88.4,9.73,7.9,29.42,26.7
13.3,6.545,88.15,10.2835,7.88,29.22,22.05
11.6,6.265,84.7,12.08,7.85,29.08,19.3
10.9,5.9,79.95,13.655,7.8,28.935,18.75
9.25,5.785,78.55,15.46,7.805,28.68,14.6
9.35,5.725,78.05,16.705,7.825,28.63,12
8.7,5.585,76.25,17.945,7.82,28.395,11.5
9.3,5.555,75.35,17.55,7.815,28.175,11.75
9.4,5.64,75.8,15.825,7.8,27.97,14.2
10.25,5.755,76.45,12.89,7.78,27.895,17.1
10.25,5.845,77.05,10.81,7.76,27.88,18.85
11.7,5.99,78.15,8.129,7.76,27.765,21.7
11.65,5.99,77.7,7.3295,7.76,27.615,21.65
11.45,5.84,76.3,8.6715,7.745,27.74,20.3
9.7,5.66,74.95,12.65,7.74,27.78,17.7
8.85,5.4,72.6,16.82,7.78,27.82,15.2
8.6,5.215,71.1,19.855,7.805,27.925,14.75
8.7,5.515,74.95,18.09,7.83,28.135,12.5
8.25,5.305,72.9,20.375,7.785,28.315,11.65
8.4,5.505,75.85,19.245,7.75,28.745,13.1
8.85,5.55,76.6,18.65,7.755,28.935,13.75
10.65,5.95,82.45,16.785,7.79,29.575,14.6
11.6,6.225,86.25,14.8,7.825,29.92,17.85
13.5,6.475,89.2,12.95,7.865,30.02,20.9
14.2,6.55,89.65,11.77,7.885,29.84,24.1
13.75,6.66,90.6,11.37,7.925,29.555,21.55
13.8,6.58,89.5,12.42,7.89,29.375,19.35
12.35,6.29,85.95,14.19,7.875,29.27,16.75
9.55,5.8,79.65,16.985,7.825,29.03,14.2
10.75,5.95,81.1,16.02,7.86,28.805,12.7
8.65,5.595,77.05,19.02,7.82,28.75,10.25
9.35,5.5,75.6,19.32,7.815,28.565,11
8.65,5.415,74.3,19.54,7.805,28.425,10.75
9.55,5.57,75.5,16.87,7.795,28.24,13.25
9.35,5.595,75.35,15.075,7.755,28.205,15.5
10.6,5.645,75.45,13.195,7.735,28.14,17
10.4,5.765,76.35,11.46,7.73,28.005,17.65
11.3,5.69,75.6,12.005,7.73,28.065,17.95
9.95,5.565,74.7,14.59,7.725,28.175,15.45
9.3,5.39,73,16.965,7.75,28.205,14.65
8.3,5.17,71.15,20.855,7.795,28.31,11.2
8.1,5.315,73.45,20.46,7.82,28.645,11.85
8.05,5.305,73.85,21.65,7.835,28.755,10.85
8.45,5.455,76.6,21.505,7.85,29.34,10.45
9.45,5.545,77.75,21.185,7.855,29.315,11.2
9.95,5.76,80.75,20.395,7.865,29.51,12.2
12.9,6.2,86.85,18.54,7.905,29.855,14.55
15.35,6.51,90.9,16.57,7.935,30.035,17.05
17.2,6.965,96.55,13.835,8.005,30.185,22
17,7.115,97.95,12.99,8.03,29.955,19.95
14.3,6.78,93.15,13.905,7.955,29.635,17.4
14.75,6.625,91.15,15.345,7.93,29.46,15.3
12.85,6.16,85.45,18.08,7.9,29.35,13.3
12.3,6.285,86.3,17.46,7.925,28.94,11.6
10.9,5.915,81.95,19.515,7.88,29.01,9.6
8.8,5.615,78.1,21.435,7.86,28.805,9.3
9.4,5.585,77.35,20.975,7.845,28.66,9.25
9.85,5.54,76.45,20.485,7.835,28.48,9.85
9.7,5.67,77.3,17.68,7.805,28.37,13
10.35,5.69,77.05,15.935,7.775,28.35,13.85
11.25,5.79,77.7,13.93,7.77,28.21,15.3
11.85,5.84,77.9,13.225,7.765,28.055,15.2
11.65,5.64,76.3,15.53,7.755,28.38,14.75
10.05,5.5,75.15,17.905,7.78,28.46,13.35
8.5,5.335,73.75,21.185,7.815,28.495,10.65
8.7,5.365,74.7,22.295,7.835,28.705,10.9
11.9,6.155,85.95,20.115,7.93,29.3,10.1
11.2,6.22,87.7,21.05,7.945,29.685,8.9
10.75,6.025,85.4,22.28,7.935,29.76,9.5
11.3,5.92,83.95,22.68,7.92,29.69,9.95
11.95,6.2,87.9,21.915,7.95,29.835,11.1
15.95,6.775,95.9,20.035,8.02,30.125,13
18.75,7.065,99,17.715,8.055,30.065,15.8
20.2,7.255,101,16.345,8.085,29.92,17.85
13.95,6.98,96.45,15.92,8.05,29.57,16.2
15.3,6.91,95.6,16.82,7.99,29.43,14.1
13.85,6.6,91.7,18.35,7.96,29.385,13.05
11.9,6.225,86.75,19.88,7.92,29.22,12.3
11.55,6.14,85.35,19.665,7.895,29.11,12.45
9.7,5.705,79.9,22.385,7.86,29.01,9.65
8.85,5.64,78.65,22.51,7.86,28.72,8.95
8.45,5.605,78.1,22.4,7.86,28.69,9.2
8.75,5.64,77.55,19.37,7.835,28.52,10.55
8.35,5.675,77.55,18.375,7.805,28.385,12.75
9.55,5.805,77.65,12.725,7.785,28.355,13.85
11.3,5.85,78.1,12.81,7.77,28.2,15.05
12,5.74,77.8,16.78,7.775,28.305,14.85
11.3,5.5,75.6,19.435,7.74,28.505,14.45
9.75,5.52,76.45,20.845,7.8,28.7,12.9
8.2,5.305,74.35,23.905,7.825,28.71,11.25
13.05,6.325,88.4,21.585,7.955,29.03,13.1
10.35,5.79,81.45,24.005,7.905,28.945,9.55
15.5,6.36,89.75,23.305,7.985,29.29,9.9
